establishment_id,city,state,naics_code,naics_year,industry_description,establishment_type,size,annual_average_employees,total_hours_worked,soc_code,soc_description,soc_reviewed,soc_probability,date_of_incident,incident_outcome,dafw_num_away,djtr_num_tr,type_of_incident,time_started_work,time_of_incident,time_unknown,date_of_death,incident_month,incident_year,incident_month_year
1002096,DETROIT LAKES,MN,444110,2022.0,"""Home Centers""",1.0,22,160,226194,9999,Uncoded,2,0.0,2023-08-27,4,0,0,1,57:00.0,15:00.0,0.0,,8,2023,2023-08
1002096,DETROIT LAKES,MN,444110,2022.0,"""Home Centers""",1.0,22,160,226194,53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",1,0.99994123,2023-12-13,2,77,0,1,55:00.0,30:00.0,0.0,,12,2023,2023-12
1002237,HOLIDAY CITY,OH,493110,2022.0,"""General Warehousing and Storage""",1.0,21,70,116187,53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",1,1.0,2023-04-20,4,0,0,1,45:00.0,30:00.0,0.0,,4,2023,2023-04
1002237,HOLIDAY CITY,OH,493110,2022.0,"""General Warehousing and Storage""",1.0,21,70,116187,53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",1,1.0,2023-06-02,4,0,0,1,45:00.0,30:00.0,0.0,,6,2023,2023-06
1002237,HOLIDAY CITY,OH,493110,2022.0,"""General Warehousing and Storage""",1.0,21,70,116187,53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",1,1.0,2023-06-05,4,0,0,1,45:00.0,45:00.0,0.0,,6,2023,2023-06
1002237,HOLIDAY CITY,OH,493110,2022.0,"""General Warehousing and Storage""",1.0,21,70,116187,9999,Uncoded,2,0.0,2023-06-07,4,0,0,1,45:00.0,37:00.0,0.0,,6,2023,2023-06
1002237,HOLIDAY CITY,OH,493110,2022.0,"""General Warehousing and Storage""",1.0,21,70,116187,53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",1,1.0,2023-06-13,4,0,0,1,45:00.0,00:00.0,0.0,,6,2023,2023-06
1002237,HOLIDAY CITY,OH,493110,2022.0,"""General Warehousing and Storage""",1.0,21,70,116187,53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",1,1.0,2023-12-29,4,0,0,1,45:00.0,40:00.0,0.0,,12,2023,2023-12
1002314,LANSING,MI,444110,2022.0,"""Home Centers""",1.0,22,174,232363,53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",1,0.99994123,2023-04-04,4,0,0,1,56:00.0,45:00.0,0.0,,4,2023,2023-04
1002314,LANSING,MI,444110,2022.0,"""Home Centers""",1.0,22,174,232363,41-2011,Cashiers,1,0.99992025,2023-07-18,4,0,0,1,00:00.0,02:00.0,0.0,,7,2023,2023-07
1002314,LANSING,MI,444110,2022.0,"""Home Centers""",1.0,22,174,232363,41-2031,Retail Salespersons,1,0.98826224,2023-08-25,4,0,0,1,00:00.0,50:00.0,0.0,,8,2023,2023-08
1002314,LANSING,MI,444110,2022.0,"""Home Centers""",1.0,22,174,232363,41-2011,Cashiers,1,0.99992025,2023-09-12,4,0,0,1,00:00.0,00:00.0,0.0,,9,2023,2023-09
1002314,LANSING,MI,444110,2022.0,"""Home Centers""",1.0,22,174,232363,41-2031,Retail Salespersons,1,0.98826224,2023-10-06,2,7,0,1,00:00.0,05:00.0,0.0,,10,2023,2023-10
1002314,LANSING,MI,444110,2022.0,"""Home Centers""",1.0,22,174,232363,53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",1,0.99994123,2023-10-11,4,0,0,1,55:00.0,57:00.0,0.0,,10,2023,2023-10
1002314,LANSING,MI,444110,2022.0,"""Home Centers""",1.0,22,174,232363,41-2031,Retail Salespersons,1,0.98826224,2023-12-08,3,0,4,1,59:00.0,00:00.0,0.0,,12,2023,2023-12
1002316,LANSING WEST,MI,444110,2022.0,"""Home Centers""",1.0,22,176,254564,41-2031,Retail Salespersons,1,0.98826224,2023-06-30,4,0,0,1,55:00.0,00:00.0,0.0,,6,2023,2023-06
1002316,LANSING WEST,MI,444110,2022.0,"""Home Centers""",1.0,22,176,254564,43-5071,"Shipping, Receiving, and Inventory Clerks",1,0.9797055,2023-07-05,4,0,0,1,00:00.0,45:00.0,0.0,,7,2023,2023-07
1002316,LANSING WEST,MI,444110,2022.0,"""Home Centers""",1.0,22,176,254564,41-2011,Cashiers,1,0.99992025,2023-09-07,2,3,0,1,55:00.0,37:00.0,0.0,,9,2023,2023-09
1002316,LANSING WEST,MI,444110,2022.0,"""Home Centers""",1.0,22,176,254564,53-7065,Stockers and Order Fillers,0,0.97769076,2023-09-08,4,0,0,1,57:00.0,00:00.0,0.0,,9,2023,2023-09
1002316,LANSING WEST,MI,444110,2022.0,"""Home Centers""",1.0,22,176,254564,41-1011,First-Line Supervisors of Retail Sales Workers,1,0.9743444,2023-09-20,2,4,0,1,55:00.0,40:00.0,0.0,,9,2023,2023-09
1002316,LANSING WEST,MI,444110,2022.0,"""Home Centers""",1.0,22,176,254564,41-2031,Retail Salespersons,1,0.98826224,2023-11-21,4,0,0,1,00:00.0,00:00.0,0.0,,11,2023,2023-11
1002340,MAPLE GROVE,MN,444110,2022.0,"""Home Centers""",1.0,22,160,230562,41-1011,First-Line Supervisors of Retail Sales Workers,1,0.9743444,2023-01-06,4,0,0,1,55:00.0,25:00.0,0.0,,1,2023,2023-01
1002340,MAPLE GROVE,MN,444110,2022.0,"""Home Centers""",1.0,22,160,230562,41-1011,First-Line Supervisors of Retail Sales Workers,1,0.978864,2023-03-23,4,0,0,1,57:00.0,00:00.0,0.0,,3,2023,2023-03
1002340,MAPLE GROVE,MN,444110,2022.0,"""Home Centers""",1.0,22,160,230562,41-1011,First-Line Supervisors of Retail Sales Workers,1,0.9743444,2023-05-01,4,0,0,1,57:00.0,30:00.0,0.0,,5,2023,2023-05
1002340,MAPLE GROVE,MN,444110,2022.0,"""Home Centers""",1.0,22,160,230562,53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",1,0.99994123,2023-08-03,4,0,0,1,55:00.0,10:00.0,0.0,,8,2023,2023-08
1002340,MAPLE GROVE,MN,444110,2022.0,"""Home Centers""",1.0,22,160,230562,41-2011,Cashiers,1,0.99992025,2023-08-09,2,5,15,1,00:00.0,00:00.0,0.0,,8,2023,2023-08
1002340,MAPLE GROVE,MN,444110,2022.0,"""Home Centers""",1.0,22,160,230562,53-7065,Stockers and Order Fillers,1,0.9999937,2023-10-15,2,7,0,1,55:00.0,00:00.0,0.0,,10,2023,2023-10
1002340,MAPLE GROVE,MN,444110,2022.0,"""Home Centers""",1.0,22,160,230562,9999,Uncoded,2,0.0,2023-10-26,2,10,0,1,27:00.0,00:00.0,0.0,,10,2023,2023-10
1002423,RICHMOND,IN,444110,2022.0,"""Home Centers""",1.0,22,163,237977,53-7065,Stockers and Order Fillers,1,0.9999937,2023-05-30,4,0,0,1,55:00.0,00:00.0,0.0,,5,2023,2023-05
1002423,RICHMOND,IN,444110,2022.0,"""Home Centers""",1.0,22,163,237977,43-5071,"Shipping, Receiving, and Inventory Clerks",1,0.9797055,2023-06-01,4,0,0,1,00:00.0,00:00.0,0.0,,6,2023,2023-06
1002423,RICHMOND,IN,444110,2022.0,"""Home Centers""",1.0,22,163,237977,53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",1,0.99994123,2023-06-12,4,0,0,1,01:00.0,50:00.0,0.0,,6,2023,2023-06
1002423,RICHMOND,IN,444110,2022.0,"""Home Centers""",1.0,22,163,237977,53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",1,0.99994123,2023-07-26,2,24,0,1,02:00.0,05:00.0,0.0,,7,2023,2023-07
1002423,RICHMOND,IN,444110,2022.0,"""Home Centers""",1.0,22,163,237977,9999,Uncoded,2,0.0,2023-08-04,4,0,0,1,55:00.0,30:00.0,0.0,,8,2023,2023-08
1002423,RICHMOND,IN,444110,2022.0,"""Home Centers""",1.0,22,163,237977,41-2011,Cashiers,1,0.99992025,2023-08-26,4,0,0,1,55:00.0,30:00.0,0.0,,8,2023,2023-08
1002423,RICHMOND,IN,444110,2022.0,"""Home Centers""",1.0,22,163,237977,53-7065,Stockers and Order Fillers,1,0.9999937,2023-10-07,4,0,0,1,55:00.0,10:00.0,0.0,,10,2023,2023-10
1002423,RICHMOND,IN,444110,2022.0,"""Home Centers""",1.0,22,163,237977,41-2031,Retail Salespersons,1,0.98826224,2023-11-11,2,9,0,1,55:00.0,30:00.0,0.0,,11,2023,2023-11
1002456,ST CROIX FALLS,WI,444110,2022.0,"""Home Centers""",1.0,22,186,224277,9999,Uncoded,2,0.0,2023-02-06,2,44,0,1,55:00.0,00:00.0,0.0,,2,2023,2023-02
1002456,ST CROIX FALLS,WI,444110,2022.0,"""Home Centers""",1.0,22,186,224277,9999,Uncoded,2,0.0,2023-02-21,4,0,0,1,38:00.0,30:00.0,0.0,,2,2023,2023-02
1002456,ST CROIX FALLS,WI,444110,2022.0,"""Home Centers""",1.0,22,186,224277,41-1011,First-Line Supervisors of Retail Sales Workers,1,0.978864,2023-03-30,2,3,0,1,00:00.0,15:00.0,0.0,,3,2023,2023-03
1002456,ST CROIX FALLS,WI,444110,2022.0,"""Home Centers""",1.0,22,186,224277,9999,Uncoded,2,0.0,2023-06-07,2,48,15,1,55:00.0,30:00.0,0.0,,6,2023,2023-06
1002456,ST CROIX FALLS,WI,444110,2022.0,"""Home Centers""",1.0,22,186,224277,41-1011,First-Line Supervisors of Retail Sales Workers,1,0.978864,2023-06-08,2,3,0,1,01:00.0,15:00.0,0.0,,6,2023,2023-06
1002456,ST CROIX FALLS,WI,444110,2022.0,"""Home Centers""",1.0,22,186,224277,53-7065,Stockers and Order Fillers,0,0.97769076,2023-07-20,4,0,0,1,58:00.0,15:00.0,0.0,,7,2023,2023-07
1002456,ST CROIX FALLS,WI,444110,2022.0,"""Home Centers""",1.0,22,186,224277,41-2031,Retail Salespersons,1,0.98826224,2023-08-05,2,6,0,1,55:00.0,30:00.0,0.0,,8,2023,2023-08
1002456,ST CROIX FALLS,WI,444110,2022.0,"""Home Centers""",1.0,22,186,224277,41-1011,First-Line Supervisors of Retail Sales Workers,1,0.9743444,2023-09-08,4,0,0,1,03:00.0,30:00.0,0.0,,9,2023,2023-09
1002456,ST CROIX FALLS,WI,444110,2022.0,"""Home Centers""",1.0,22,186,224277,41-2011,Cashiers,1,0.99992025,2023-09-22,2,95,0,1,55:00.0,41:00.0,0.0,,9,2023,2023-09
1002456,ST CROIX FALLS,WI,444110,2022.0,"""Home Centers""",1.0,22,186,224277,41-2031,Retail Salespersons,1,0.98826224,2023-11-01,4,0,0,1,08:00.0,55:00.0,0.0,,11,2023,2023-11
1002460,STERLING,IL,444110,2022.0,"""Home Centers""",1.0,22,161,226795,41-2031,Retail Salespersons,1,0.98826224,2023-01-25,4,0,0,1,59:00.0,45:00.0,0.0,,1,2023,2023-01
1002460,STERLING,IL,444110,2022.0,"""Home Centers""",1.0,22,161,226795,53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",1,0.99994123,2023-04-20,4,0,0,1,00:00.0,55:00.0,0.0,,4,2023,2023-04
1002460,STERLING,IL,444110,2022.0,"""Home Centers""",1.0,22,161,226795,9999,Uncoded,2,0.0,2023-05-23,2,6,0,1,55:00.0,00:00.0,0.0,,5,2023,2023-05
1002460,STERLING,IL,444110,2022.0,"""Home Centers""",1.0,22,161,226795,11-1021,General and Operations Managers,0,0.99944,2023-06-06,4,0,0,1,57:00.0,05:00.0,0.0,,6,2023,2023-06
1002460,STERLING,IL,444110,2022.0,"""Home Centers""",1.0,22,161,226795,53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",1,0.99994123,2023-06-22,2,73,0,1,00:00.0,30:00.0,0.0,,6,2023,2023-06
1002460,STERLING,IL,444110,2022.0,"""Home Centers""",1.0,22,161,226795,41-1011,First-Line Supervisors of Retail Sales Workers,1,0.9743444,2023-06-26,4,0,0,1,03:00.0,00:00.0,0.0,,6,2023,2023-06
1002460,STERLING,IL,444110,2022.0,"""Home Centers""",1.0,22,161,226795,41-2011,Cashiers,1,0.99992025,2023-08-01,2,7,0,1,55:00.0,30:00.0,0.0,,8,2023,2023-08
1002460,STERLING,IL,444110,2022.0,"""Home Centers""",1.0,22,161,226795,53-7065,Stockers and Order Fillers,1,0.9999937,2023-12-29,4,0,0,1,55:00.0,30:00.0,0.0,,12,2023,2023-12
1003414,Patuxent River,MD,488190,2022.0,"Aircraft maintenance and repair services (except factory conversion, factory overhaul, factory rebuilding)",1.0,3,851,1607072,49-3011,Aircraft Mechanics and Service Technicians,0,0.9996271,2023-01-26,2,90,7,1,30:00.0,10:00.0,0.0,,1,2023,2023-01
1003414,Patuxent River,MD,488190,2022.0,"Aircraft maintenance and repair services (except factory conversion, factory overhaul, factory rebuilding)",1.0,3,851,1607072,49-3011,Aircraft Mechanics and Service Technicians,0,0.9996271,2023-02-15,2,180,0,1,00:00.0,00:00.0,0.0,,2,2023,2023-02
1003414,Patuxent River,MD,488190,2022.0,"Aircraft maintenance and repair services (except factory conversion, factory overhaul, factory rebuilding)",1.0,3,851,1607072,49-3011,Aircraft Mechanics and Service Technicians,0,0.9996271,2023-02-18,2,38,0,1,00:00.0,15:00.0,0.0,,2,2023,2023-02
1003414,Patuxent River,MD,488190,2022.0,"Aircraft maintenance and repair services (except factory conversion, factory overhaul, factory rebuilding)",1.0,3,851,1607072,49-3011,Aircraft Mechanics and Service Technicians,0,0.9996271,2023-03-08,2,2,0,1,00:00.0,55:00.0,0.0,,3,2023,2023-03
1003414,Patuxent River,MD,488190,2022.0,"Aircraft maintenance and repair services (except factory conversion, factory overhaul, factory rebuilding)",1.0,3,851,1607072,49-3011,Aircraft Mechanics and Service Technicians,0,0.9996271,2023-03-09,3,0,7,1,00:00.0,00:00.0,0.0,,3,2023,2023-03
1003414,Patuxent River,MD,488190,2022.0,"Aircraft maintenance and repair services (except factory conversion, factory overhaul, factory rebuilding)",1.0,3,851,1607072,49-3011,Aircraft Mechanics and Service Technicians,0,0.9996271,2023-03-22,2,69,0,1,00:00.0,20:00.0,0.0,,3,2023,2023-03
1003414,Patuxent River,MD,488190,2022.0,"Aircraft maintenance and repair services (except factory conversion, factory overhaul, factory rebuilding)",1.0,3,851,1607072,49-3011,Aircraft Mechanics and Service Technicians,0,0.9996271,2023-04-06,2,54,0,1,00:00.0,13:00.0,0.0,,4,2023,2023-04
1003414,Patuxent River,MD,488190,2022.0,"Aircraft maintenance and repair services (except factory conversion, factory overhaul, factory rebuilding)",1.0,3,851,1607072,49-3011,Aircraft Mechanics and Service Technicians,0,0.9996271,2023-05-09,2,6,0,1,00:00.0,00:00.0,0.0,,5,2023,2023-05
1003414,Patuxent River,MD,488190,2022.0,"Aircraft maintenance and repair services (except factory conversion, factory overhaul, factory rebuilding)",1.0,3,851,1607072,49-3011,Aircraft Mechanics and Service Technicians,0,0.9996271,2023-05-23,2,69,0,1,00:00.0,55:00.0,0.0,,5,2023,2023-05
1003414,Patuxent River,MD,488190,2022.0,"Aircraft maintenance and repair services (except factory conversion, factory overhaul, factory rebuilding)",1.0,3,851,1607072,49-9041,Industrial Machinery Mechanics,0,0.99989235,2023-06-06,2,25,0,1,00:00.0,20:00.0,0.0,,6,2023,2023-06
1003414,Patuxent River,MD,488190,2022.0,"Aircraft maintenance and repair services (except factory conversion, factory overhaul, factory rebuilding)",1.0,3,851,1607072,49-9041,Industrial Machinery Mechanics,0,0.9948657,2023-06-16,2,15,0,1,00:00.0,,1.0,,6,2023,2023-06
1003414,Patuxent River,MD,488190,2022.0,"Aircraft maintenance and repair services (except factory conversion, factory overhaul, factory rebuilding)",1.0,3,851,1607072,49-3011,Aircraft Mechanics and Service Technicians,0,0.9996271,2023-07-08,4,0,0,1,00:00.0,00:00.0,0.0,,7,2023,2023-07
1003414,Patuxent River,MD,488190,2022.0,"Aircraft maintenance and repair services (except factory conversion, factory overhaul, factory rebuilding)",1.0,3,851,1607072,49-3011,Aircraft Mechanics and Service Technicians,0,0.9996271,2023-08-25,2,3,0,1,00:00.0,30:00.0,0.0,,8,2023,2023-08
1003414,Patuxent River,MD,488190,2022.0,"Aircraft maintenance and repair services (except factory conversion, factory overhaul, factory rebuilding)",1.0,3,851,1607072,49-3011,Aircraft Mechanics and Service Technicians,0,0.9996271,2023-10-10,2,3,0,1,00:00.0,55:00.0,0.0,,10,2023,2023-10
1003414,Patuxent River,MD,488190,2022.0,"Aircraft maintenance and repair services (except factory conversion, factory overhaul, factory rebuilding)",1.0,3,851,1607072,49-3011,Aircraft Mechanics and Service Technicians,0,0.9996271,2023-11-07,2,5,0,1,00:00.0,30:00.0,0.0,,11,2023,2023-11
1003463,Albany,GA,321113,2022.0,,1.0,22,159,395952,9999,Uncoded,2,0.0,2023-01-09,3,0,2,1,00:00.0,04:00.0,0.0,,1,2023,2023-01
1003463,Albany,GA,321113,2022.0,,1.0,22,159,395952,49-9071,"Maintenance and Repair Workers, General",0,0.9952271,2023-03-16,4,0,0,1,30:00.0,00:00.0,0.0,,3,2023,2023-03
1003463,Albany,GA,321113,2022.0,,1.0,22,159,395952,9999,Uncoded,2,0.0,2023-04-26,4,0,0,1,00:00.0,,1.0,,4,2023,2023-04
1003463,Albany,GA,321113,2022.0,,1.0,22,159,395952,9999,Uncoded,2,0.0,2023-06-06,3,0,39,1,00:00.0,,1.0,,6,2023,2023-06
1003463,Albany,GA,321113,2022.0,,1.0,22,159,395952,49-9071,"Maintenance and Repair Workers, General",0,0.9952271,2023-06-27,4,0,0,1,00:00.0,00:00.0,0.0,,6,2023,2023-06
1003463,Albany,GA,321113,2022.0,,1.0,22,159,395952,9999,Uncoded,2,0.0,2023-06-29,3,0,2,1,00:00.0,,1.0,,6,2023,2023-06
1003463,Albany,GA,321113,2022.0,,1.0,22,159,395952,49-9071,"Maintenance and Repair Workers, General",0,0.9952271,2023-07-13,4,0,0,1,00:00.0,00:00.0,0.0,,7,2023,2023-07
1003463,Albany,GA,321113,2022.0,,1.0,22,159,395952,49-9071,"Maintenance and Repair Workers, General",0,0.9952271,2023-07-20,4,0,0,1,00:00.0,45:00.0,0.0,,7,2023,2023-07
1003463,Albany,GA,321113,2022.0,,1.0,22,159,395952,53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",0,0.86096567,2023-08-01,4,0,0,5,00:00.0,,1.0,,8,2023,2023-08
1003463,Albany,GA,321113,2022.0,,1.0,22,159,395952,9999,Uncoded,2,0.0,2023-08-14,2,1,8,1,00:00.0,09:00.0,0.0,,8,2023,2023-08
1003463,Albany,GA,321113,2022.0,,1.0,22,159,395952,9999,Uncoded,2,0.0,2023-09-08,4,0,0,1,00:00.0,04:00.0,0.0,,9,2023,2023-09
1003463,Albany,GA,321113,2022.0,,1.0,22,159,395952,53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",0,0.86096567,2023-09-22,4,0,0,1,00:00.0,,1.0,,9,2023,2023-09
1003526,Kane,PA,321219,2022.0,,1.0,22,109,179617,49-9071,"Maintenance and Repair Workers, General",0,0.9952271,2023-01-17,4,0,0,1,00:00.0,00:00.0,0.0,,1,2023,2023-01
1003526,Kane,PA,321219,2022.0,,1.0,22,109,179617,9999,Uncoded,2,0.0,2023-02-27,2,23,157,1,00:00.0,15:00.0,0.0,,2,2023,2023-02
1003526,Kane,PA,321219,2022.0,,1.0,22,109,179617,9999,Uncoded,2,0.0,2023-06-14,3,0,123,6,00:00.0,00:00.0,0.0,,6,2023,2023-06
1003526,Kane,PA,321219,2022.0,,1.0,22,109,179617,53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",0,0.99983704,2023-07-05,2,43,137,1,00:00.0,00:00.0,0.0,,7,2023,2023-07
1003526,Kane,PA,321219,2022.0,,1.0,22,109,179617,9999,Uncoded,2,0.0,2023-07-26,4,0,0,1,00:00.0,00:00.0,0.0,,7,2023,2023-07
1003526,Kane,PA,321219,2022.0,,1.0,22,109,179617,49-9071,"Maintenance and Repair Workers, General",0,0.9952271,2023-09-18,3,35,0,6,00:00.0,00:00.0,0.0,,9,2023,2023-09
1005410,Romulus,MI,493110,2022.0,General Warehouse and Storage,1.0,3,424,642591,13-1081,Logisticians,1,0.99993765,2023-02-04,3,0,16,1,00:00.0,45:00.0,0.0,,2,2023,2023-02
