establishment_id,city,state,naics_code,naics_year,industry_description,establishment_type,size,annual_average_employees,total_hours_worked,soc_code,soc_description,soc_reviewed,soc_probability,date_of_incident,incident_outcome,dafw_num_away,djtr_num_tr,type_of_incident,time_started_work,time_of_incident,time_unknown,date_of_death,incident_month,incident_year,incident_month_year
1002096,DETROIT LAKES,MN,444110.0,2012.0,"""Home Centers""",1.0,22.0,162.0,219701.0,41-2031,Retail Salespersons,1.0,0.98826224,2024-03-07,4.0,0.0,0.0,1.0,57:00.0,15:00.0,0.0,,3,2024,2024-03
1002096,DETROIT LAKES,MN,444110.0,2012.0,"""Home Centers""",1.0,22.0,162.0,219701.0,9999,Uncoded,2.0,0.0,2024-03-08,2.0,2.0,0.0,1.0,29:00.0,55:00.0,0.0,,3,2024,2024-03
1002237,HOLIDAY CITY,OH,493110.0,2012.0,"""General Warehousing and Storage""",1.0,21.0,74.0,122885.0,53-7051,Industrial Truck and Tractor Operators,1.0,0.99996793,2024-03-13,4.0,0.0,0.0,1.0,45:00.0,30:00.0,0.0,,3,2024,2024-03
1002237,HOLIDAY CITY,OH,493110.0,2012.0,"""General Warehousing and Storage""",1.0,21.0,74.0,122885.0,53-7051,Industrial Truck and Tractor Operators,1.0,0.99996793,2024-03-18,4.0,0.0,0.0,1.0,45:00.0,30:00.0,0.0,,3,2024,2024-03
1002314,LANSING,MI,444110.0,2012.0,"""Home Centers""",1.0,22.0,168.0,222434.0,41-2011,Cashiers,1.0,0.99992025,2024-01-06,4.0,0.0,0.0,1.0,55:00.0,15:00.0,0.0,,1,2024,2024-01
1002314,LANSING,MI,444110.0,2012.0,"""Home Centers""",1.0,22.0,168.0,222434.0,9999,Uncoded,2.0,0.0,2024-02-26,4.0,0.0,0.0,1.0,55:00.0,00:00.0,0.0,,2,2024,2024-02
1002314,LANSING,MI,444110.0,2012.0,"""Home Centers""",1.0,22.0,168.0,222434.0,41-1011,First-Line Supervisors of Retail Sales Workers,1.0,0.9743444,2024-03-01,4.0,0.0,0.0,1.0,58:00.0,00:00.0,0.0,,3,2024,2024-03
1002316,LANSING WEST,MI,444110.0,2012.0,"""Home Centers""",1.0,22.0,169.0,248917.0,41-2011,Cashiers,1.0,0.99992025,2024-03-19,2.0,114.0,39.0,1.0,55:00.0,00:00.0,0.0,,3,2024,2024-03
1002340,MAPLE GROVE,MN,444110.0,2012.0,"""Home Centers""",1.0,22.0,158.0,224286.0,51-9111,Packaging and Filling Machine Operators and Tenders,1.0,0.99824476,2024-02-24,2.0,5.0,0.0,1.0,55:00.0,01:00.0,0.0,,2,2024,2024-02
1002423,RICHMOND,IN,444110.0,2012.0,"""Home Centers""",1.0,22.0,160.0,227477.0,41-1011,First-Line Supervisors of Retail Sales Workers,1.0,0.9743444,2024-02-19,2.0,115.0,0.0,1.0,59:00.0,10:00.0,0.0,,2,2024,2024-02
1002423,RICHMOND,IN,444110.0,2012.0,"""Home Centers""",1.0,22.0,160.0,227477.0,41-1011,First-Line Supervisors of Retail Sales Workers,1.0,0.9743444,2024-03-23,4.0,0.0,0.0,1.0,55:00.0,40:00.0,0.0,,3,2024,2024-03
1002456,ST CROIX FALLS,WI,444110.0,2012.0,"""Home Centers""",1.0,22.0,174.0,215796.0,53-7065,Stockers and Order Fillers,0.0,0.97769076,2024-02-10,4.0,0.0,0.0,1.0,55:00.0,00:00.0,0.0,,2,2024,2024-02
1002456,ST CROIX FALLS,WI,444110.0,2012.0,"""Home Centers""",1.0,22.0,174.0,215796.0,9999,Uncoded,2.0,0.0,2024-02-27,2.0,14.0,0.0,1.0,55:00.0,00:00.0,0.0,,2,2024,2024-02
1002460,STERLING,IL,444110.0,2012.0,"""Home Centers""",1.0,22.0,153.0,217447.0,53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",1.0,0.99820876,2024-03-13,4.0,0.0,0.0,1.0,03:00.0,00:00.0,0.0,,3,2024,2024-03
1003414,Patuxent River,MD,488190.0,2012.0,"Aircraft maintenance and repair services (except factory conversion, factory overhaul, factory rebuilding)",1.0,3.0,874.0,1650936.0,49-3011,Aircraft Mechanics and Service Technicians,0.0,0.9990895,2024-01-14,4.0,0.0,0.0,1.0,00:00.0,15:00.0,0.0,,1,2024,2024-01
1003414,Patuxent River,MD,488190.0,2012.0,"Aircraft maintenance and repair services (except factory conversion, factory overhaul, factory rebuilding)",1.0,3.0,874.0,1650936.0,49-3011,Aircraft Mechanics and Service Technicians,1.0,0.9996816,2024-03-08,4.0,0.0,0.0,1.0,00:00.0,30:00.0,0.0,,3,2024,2024-03
1003414,Patuxent River,MD,488190.0,2012.0,"Aircraft maintenance and repair services (except factory conversion, factory overhaul, factory rebuilding)",1.0,3.0,874.0,1650936.0,49-3011,Aircraft Mechanics and Service Technicians,0.0,0.9996816,2024-03-16,2.0,2.0,0.0,1.0,00:00.0,35:00.0,0.0,,3,2024,2024-03
1003463,Albany,GA,321113.0,2012.0,,1.0,22.0,173.0,369384.0,49-9041,Industrial Machinery Mechanics,0.0,0.775406,2024-01-30,3.0,0.0,22.0,3.0,00:00.0,00:00.0,0.0,,1,2024,2024-01
1003526,Kane,PA,321219.0,2012.0,,1.0,22.0,108.0,191032.0,49-9041,Industrial Machinery Mechanics,0.0,0.90671223,2024-02-21,4.0,0.0,0.0,2.0,00:00.0,25:00.0,0.0,,2,2024,2024-02
1003526,Kane,PA,321219.0,2012.0,,1.0,22.0,108.0,191032.0,49-9041,Industrial Machinery Mechanics,0.0,0.90671223,2024-03-09,4.0,0.0,0.0,2.0,00:00.0,00:00.0,0.0,,3,2024,2024-03
1005410,Romulus,MI,493110.0,2012.0,General Warehouse and Storage,1.0,3.0,659.0,1079516.0,53-3032,Heavy and Tractor-Trailer Truck Drivers,1.0,0.99027133,2024-01-06,2.0,89.0,0.0,1.0,00:00.0,00:00.0,0.0,,1,2024,2024-01
1005410,Romulus,MI,493110.0,2012.0,General Warehouse and Storage,1.0,3.0,659.0,1079516.0,9999,Uncoded,2.0,0.0,2024-01-09,2.0,4.0,0.0,1.0,30:00.0,00:00.0,0.0,,1,2024,2024-01
1005410,Romulus,MI,493110.0,2012.0,General Warehouse and Storage,1.0,3.0,659.0,1079516.0,9999,Uncoded,2.0,0.0,2024-01-13,2.0,146.0,0.0,1.0,30:00.0,20:00.0,0.0,,1,2024,2024-01
1005410,Romulus,MI,493110.0,2012.0,General Warehouse and Storage,1.0,3.0,659.0,1079516.0,53-3032,Heavy and Tractor-Trailer Truck Drivers,1.0,0.9992113,2024-02-09,2.0,81.0,0.0,1.0,00:00.0,00:00.0,0.0,,2,2024,2024-02
1005410,Romulus,MI,493110.0,2012.0,General Warehouse and Storage,1.0,3.0,659.0,1079516.0,53-3032,Heavy and Tractor-Trailer Truck Drivers,0.0,0.9591576,2024-02-17,2.0,180.0,0.0,1.0,00:00.0,00:00.0,0.0,,2,2024,2024-02
1005410,Romulus,MI,493110.0,2012.0,General Warehouse and Storage,1.0,3.0,659.0,1079516.0,9999,Uncoded,2.0,0.0,2024-02-17,2.0,180.0,0.0,1.0,00:00.0,05:00.0,0.0,,2,2024,2024-02
1005410,Romulus,MI,493110.0,2012.0,General Warehouse and Storage,1.0,3.0,659.0,1079516.0,53-3032,Heavy and Tractor-Trailer Truck Drivers,1.0,0.9992113,2024-02-18,2.0,18.0,0.0,1.0,00:00.0,20:00.0,0.0,,2,2024,2024-02
1005410,Romulus,MI,493110.0,2012.0,General Warehouse and Storage,1.0,3.0,659.0,1079516.0,53-3032,Heavy and Tractor-Trailer Truck Drivers,1.0,0.9992113,2024-03-01,2.0,55.0,0.0,1.0,30:00.0,45:00.0,0.0,,3,2024,2024-03
1005410,Romulus,MI,493110.0,2012.0,General Warehouse and Storage,1.0,3.0,659.0,1079516.0,53-3032,Heavy and Tractor-Trailer Truck Drivers,1.0,0.9992113,2024-03-03,2.0,180.0,0.0,1.0,00:00.0,30:00.0,0.0,,3,2024,2024-03
1005711,Carbondale,IL,623110.0,2012.0,Skilled nursing facilities,1.0,22.0,170.0,262574.0,31-1131,Nursing Assistants,1.0,0.99999917,2024-01-07,4.0,0.0,0.0,1.0,00:00.0,,1.0,,1,2024,2024-01
1005711,Carbondale,IL,623110.0,2012.0,Skilled nursing facilities,1.0,22.0,170.0,262574.0,29-2072,Medical Records Specialists,0.0,0.98739934,2024-01-25,4.0,0.0,0.0,1.0,30:00.0,00:00.0,0.0,,1,2024,2024-01
1005711,Carbondale,IL,623110.0,2012.0,Skilled nursing facilities,1.0,22.0,170.0,262574.0,31-1131,Nursing Assistants,1.0,0.99999917,2024-02-13,4.0,0.0,0.0,1.0,00:00.0,,1.0,,2,2024,2024-02
1005718,Bolivar,OH,623110.0,2012.0,Skilled nursing facilities,1.0,22.0,191.0,254562.0,43-4171,Receptionists and Information Clerks,1.0,0.9999784,2024-02-01,4.0,0.0,0.0,1.0,08:00.0,15:00.0,0.0,,2,2024,2024-02
1005718,Bolivar,OH,623110.0,2012.0,Skilled nursing facilities,1.0,22.0,191.0,254562.0,31-1131,Nursing Assistants,1.0,0.9999639,2024-02-10,2.0,4.0,0.0,1.0,52:00.0,00:00.0,0.0,,2,2024,2024-02
1005718,Bolivar,OH,623110.0,2012.0,Skilled nursing facilities,1.0,22.0,191.0,254562.0,31-1131,Nursing Assistants,1.0,0.99999917,2024-02-10,4.0,0.0,0.0,1.0,51:00.0,10:00.0,0.0,,2,2024,2024-02
1006304,Warren,MI,424410.0,2012.0,General-line groceries merchant wholesalers,1.0,22.0,100.0,192350.0,53-7065,Stockers and Order Fillers,1.0,0.944862,2024-01-07,3.0,0.0,63.0,1.0,00:00.0,13:00.0,0.0,,1,2024,2024-01
1006304,Warren,MI,424410.0,2012.0,General-line groceries merchant wholesalers,1.0,22.0,100.0,192350.0,53-7065,Stockers and Order Fillers,1.0,0.944862,2024-02-08,3.0,0.0,24.0,1.0,00:00.0,00:00.0,0.0,,2,2024,2024-02
1006304,Warren,MI,424410.0,2012.0,General-line groceries merchant wholesalers,1.0,22.0,100.0,192350.0,53-7065,Stockers and Order Fillers,1.0,0.944862,2024-02-22,3.0,0.0,22.0,1.0,00:00.0,14:00.0,0.0,,2,2024,2024-02
1006343,Windsor,NC,622110.0,2012.0,"Hospitals, general medical and surgical",1.0,22.0,128.0,190589.0,29-1141,Registered Nurses,1.0,0.9989121,2024-01-12,2.0,1.0,0.0,1.0,,00:00.0,0.0,,1,2024,2024-01
1006343,Windsor,NC,622110.0,2012.0,"Hospitals, general medical and surgical",1.0,22.0,128.0,190589.0,29-2061,Licensed Practical and Licensed Vocational Nurses,0.0,0.99994373,2024-01-21,2.0,1.0,0.0,1.0,,30:00.0,0.0,,1,2024,2024-01
1006343,Windsor,NC,622110.0,2012.0,"Hospitals, general medical and surgical",1.0,22.0,128.0,190589.0,Nov-11,Medical and Health Services Managers,0.0,0.99596196,2024-01-23,4.0,0.0,0.0,1.0,,00:00.0,0.0,,1,2024,2024-01
1007911,Paso Robles,CA,326291.0,2012.0,"Mechanical rubber goods (i.e., extruded, lathe-cut, molded) manufacturing",1.0,22.0,156.0,314746.0,37-2019,"Building Cleaning Workers, All Other",0.0,0.82657975,2024-01-18,2.0,60.0,0.0,1.0,,,0.0,,1,2024,2024-01
1007911,Paso Robles,CA,326291.0,2012.0,"Mechanical rubber goods (i.e., extruded, lathe-cut, molded) manufacturing",1.0,22.0,156.0,314746.0,37-2019,"Building Cleaning Workers, All Other",0.0,0.82657975,2024-02-02,3.0,0.0,61.0,1.0,,,,,2,2024,2024-02
1007911,Paso Robles,CA,326291.0,2012.0,"Mechanical rubber goods (i.e., extruded, lathe-cut, molded) manufacturing",1.0,22.0,156.0,314746.0,37-2019,"Building Cleaning Workers, All Other",0.0,0.82657975,2024-03-11,3.0,0.0,7.0,1.0,,,,,3,2024,2024-03
1010112,New York,NY,332420.0,2012.0,"Water tanks, heavy gauge metal, manufacturing",1.0,3.0,455.0,999275.0,9999,Uncoded,2.0,0.0,2024-02-05,2.0,16.0,0.0,1.0,00:00.0,30:00.0,0.0,,2,2024,2024-02
1010978,Los Angeles,CA,481111.0,2012.0,Scheduled air passenger transportation,1.0,3.0,1840.0,1631625.0,53-2031,Flight Attendants,1.0,0.9999603,2024-01-04,2.0,8.0,0.0,1.0,30:00.0,,1.0,,1,2024,2024-01
1010978,Los Angeles,CA,481111.0,2012.0,Scheduled air passenger transportation,1.0,3.0,1840.0,1631625.0,53-2031,Flight Attendants,1.0,0.9999603,2024-01-21,2.0,8.0,0.0,1.0,00:00.0,30:00.0,0.0,,1,2024,2024-01
1010978,Los Angeles,CA,481111.0,2012.0,Scheduled air passenger transportation,1.0,3.0,1840.0,1631625.0,43-4051,Customer Service Representatives,0.0,0.99396956,2024-01-28,3.0,0.0,2.0,1.0,30:00.0,33:00.0,0.0,,1,2024,2024-01
1010978,Los Angeles,CA,481111.0,2012.0,Scheduled air passenger transportation,1.0,3.0,1840.0,1631625.0,53-2031,Flight Attendants,1.0,0.9999603,2024-02-13,2.0,120.0,0.0,1.0,05:00.0,,1.0,,2,2024,2024-02
1010978,Los Angeles,CA,481111.0,2012.0,Scheduled air passenger transportation,1.0,3.0,1840.0,1631625.0,53-2031,Flight Attendants,1.0,0.9999603,2024-02-29,2.0,181.0,0.0,1.0,45:00.0,,1.0,,2,2024,2024-02
1010978,Los Angeles,CA,481111.0,2012.0,Scheduled air passenger transportation,1.0,3.0,1840.0,1631625.0,53-2031,Flight Attendants,1.0,0.9999603,2024-03-01,2.0,22.0,0.0,1.0,00:00.0,,1.0,,3,2024,2024-03
1010978,Los Angeles,CA,481111.0,2012.0,Scheduled air passenger transportation,1.0,3.0,1840.0,1631625.0,53-2031,Flight Attendants,1.0,0.9999603,2024-03-10,2.0,46.0,0.0,1.0,50:00.0,48:00.0,0.0,,3,2024,2024-03
1010978,Los Angeles,CA,481111.0,2012.0,Scheduled air passenger transportation,1.0,3.0,1840.0,1631625.0,53-2031,Flight Attendants,1.0,0.9999603,2024-03-27,4.0,0.0,0.0,1.0,30:00.0,,1.0,,3,2024,2024-03
1011202,EAST TAUNTON,MA,492110.0,2012.0,Express delivery services (except establishments operating under a universal service obligation),1.0,21.0,77.0,194486.0,43-5021,Couriers and Messengers,1.0,0.95010704,2024-01-20,2.0,3.0,0.0,6.0,30:00.0,,1.0,,1,2024,2024-01
1015540,Costa Mesa,CA,711110.0,2012.0,"Road companies, theatrical",1.0,3.0,438.0,442101.0,9999,Uncoded,2.0,0.0,2024-02-06,2.0,78.0,0.0,1.0,00:00.0,30:00.0,0.0,,2,2024,2024-02
1015540,Costa Mesa,CA,711110.0,2012.0,"Road companies, theatrical",1.0,3.0,438.0,442101.0,9999,Uncoded,2.0,0.0,2024-02-14,2.0,5.0,0.0,1.0,00:00.0,00:00.0,0.0,,2,2024,2024-02
1015540,Costa Mesa,CA,711110.0,2012.0,"Road companies, theatrical",1.0,3.0,438.0,442101.0,39-3092,Costume Attendants,0.0,0.9825315,2024-02-22,2.0,238.0,0.0,1.0,58:00.0,00:00.0,0.0,,2,2024,2024-02
1015540,Costa Mesa,CA,711110.0,2012.0,"Road companies, theatrical",1.0,3.0,438.0,442101.0,33-9032,Security Guards,0.0,0.92348266,2024-03-14,4.0,0.0,0.0,1.0,00:00.0,30:00.0,0.0,,3,2024,2024-03
1015540,Costa Mesa,CA,711110.0,2012.0,"Road companies, theatrical",1.0,3.0,438.0,442101.0,43-1011,First-Line Supervisors of Office and Administrative Support Worker,0.0,0.9707953,2024-03-17,4.0,0.0,0.0,1.0,04:00.0,00:00.0,0.0,,3,2024,2024-03
1015617,CEDARBURG,WI,311511.0,2012.0,FLUID MILK MANUFACTURING,1.0,3.0,395.0,418726.0,49-9041,Industrial Machinery Mechanics,0.0,0.9055486,2024-01-10,4.0,0.0,0.0,1.0,00:00.0,30:00.0,0.0,,1,2024,2024-01
1015617,CEDARBURG,WI,311511.0,2012.0,FLUID MILK MANUFACTURING,1.0,3.0,395.0,418726.0,43-5071,"Shipping, Receiving, and Inventory Clerks",0.0,0.99752647,2024-02-28,2.0,2.0,0.0,1.0,00:00.0,00:00.0,0.0,,2,2024,2024-02
1019032,Manor,TX,424810.0,2012.0,,1.0,3.0,558.0,1106967.0,53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",0.0,0.98632646,2024-01-09,2.0,180.0,0.0,1.0,16:00.0,47:00.0,0.0,,1,2024,2024-01
1019032,Manor,TX,424810.0,2012.0,,1.0,3.0,558.0,1106967.0,53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",1.0,0.76806265,2024-01-26,2.0,3.0,0.0,1.0,30:00.0,00:00.0,0.0,,1,2024,2024-01
1019032,Manor,TX,424810.0,2012.0,,1.0,3.0,558.0,1106967.0,53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",1.0,0.76806265,2024-02-07,2.0,5.0,6.0,1.0,00:00.0,30:00.0,0.0,,2,2024,2024-02
1019032,Manor,TX,424810.0,2012.0,,1.0,3.0,558.0,1106967.0,53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",1.0,0.76806265,2024-02-20,2.0,21.0,100.0,1.0,14:00.0,44:00.0,0.0,,2,2024,2024-02
1019032,Manor,TX,424810.0,2012.0,,1.0,3.0,558.0,1106967.0,41-4010,"Sales Representatives, Wholesale and Manufacturing",0.0,0.9514998,2024-02-23,3.0,0.0,3.0,1.0,30:00.0,00:00.0,0.0,,2,2024,2024-02
1019032,Manor,TX,424810.0,2012.0,,1.0,3.0,558.0,1106967.0,41-4010,"Sales Representatives, Wholesale and Manufacturing",0.0,0.9514998,2024-02-26,2.0,7.0,9.0,1.0,52:00.0,50:00.0,0.0,,2,2024,2024-02
1019032,Manor,TX,424810.0,2012.0,,1.0,3.0,558.0,1106967.0,41-4010,"Sales Representatives, Wholesale and Manufacturing",1.0,5.0,2024-03-02,3.0,0.0,7.0,1.0,00:00.0,00:00.0,0.0,,3,2024,2024-03
1019032,Manor,TX,424810.0,2012.0,,1.0,3.0,558.0,1106967.0,53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",0.0,0.98632646,2024-03-29,3.0,0.0,11.0,1.0,00:00.0,00:00.0,0.0,,3,2024,2024-03
1020605,Sanford,NC,424410.0,2012.0,,1.0,3.0,338.0,703594.0,53-3033,Light Truck Drivers,0.0,0.8301122,2024-02-26,3.0,0.0,14.0,1.0,30:00.0,45:00.0,0.0,,2,2024,2024-02
102268,Las Vegas,NV,711190.0,2012.0,Theatrical  Producers,1.0,22.0,100.0,208520.0,27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",0.0,0.9739397,2024-01-13,2.0,171.0,0.0,1.0,00:00.0,30:00.0,0.0,,1,2024,2024-01
102268,Las Vegas,NV,711190.0,2012.0,Theatrical  Producers,1.0,22.0,100.0,208520.0,27-2031,Dancers,0.0,0.97873336,2024-01-16,3.0,0.0,115.0,1.0,00:00.0,30:00.0,0.0,,1,2024,2024-01
102268,Las Vegas,NV,711190.0,2012.0,Theatrical  Producers,1.0,22.0,100.0,208520.0,27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",0.0,0.9739397,2024-01-26,2.0,5.0,9.0,1.0,00:00.0,50:00.0,0.0,,1,2024,2024-01
102268,Las Vegas,NV,711190.0,2012.0,Theatrical  Producers,1.0,22.0,100.0,208520.0,27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",0.0,0.9739397,2024-01-31,2.0,157.0,0.0,1.0,00:00.0,00:00.0,0.0,,1,2024,2024-01
102268,Las Vegas,NV,711190.0,2012.0,Theatrical  Producers,1.0,22.0,100.0,208520.0,27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",0.0,0.9739397,2024-02-13,3.0,0.0,37.0,1.0,30:00.0,30:00.0,0.0,,2,2024,2024-02
102268,Las Vegas,NV,711190.0,2012.0,Theatrical  Producers,1.0,22.0,100.0,208520.0,27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",0.0,0.9739397,2024-02-15,2.0,56.0,36.0,1.0,00:00.0,30:00.0,0.0,,2,2024,2024-02
102268,Las Vegas,NV,711190.0,2012.0,Theatrical  Producers,1.0,22.0,100.0,208520.0,27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",0.0,0.9739397,2024-02-16,2.0,95.0,28.0,1.0,00:00.0,30:00.0,0.0,,2,2024,2024-02
102268,Las Vegas,NV,711190.0,2012.0,Theatrical  Producers,1.0,22.0,100.0,208520.0,27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",0.0,0.9739397,2024-02-21,2.0,17.0,0.0,1.0,00:00.0,00:00.0,0.0,,2,2024,2024-02
102268,Las Vegas,NV,711190.0,2012.0,Theatrical  Producers,1.0,22.0,100.0,208520.0,27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",0.0,0.9739397,2024-02-21,2.0,28.0,3.0,1.0,30:00.0,45:00.0,0.0,,2,2024,2024-02
102268,Las Vegas,NV,711190.0,2012.0,Theatrical  Producers,1.0,22.0,100.0,208520.0,27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",0.0,0.9739397,2024-02-22,2.0,6.0,0.0,1.0,00:00.0,30:00.0,0.0,,2,2024,2024-02
102268,Las Vegas,NV,711190.0,2012.0,Theatrical  Producers,1.0,22.0,100.0,208520.0,27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",0.0,0.9739397,2024-03-13,2.0,7.0,0.0,1.0,00:00.0,30:00.0,0.0,,3,2024,2024-03
102268,Las Vegas,NV,711190.0,2012.0,Theatrical  Producers,1.0,22.0,100.0,208520.0,27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",0.0,0.9739397,2024-03-23,2.0,33.0,60.0,1.0,00:00.0,00:00.0,0.0,,3,2024,2024-03
102268,Las Vegas,NV,711190.0,2012.0,Theatrical  Producers,1.0,22.0,100.0,208520.0,27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",0.0,0.9739397,2024-03-29,2.0,5.0,0.0,1.0,00:00.0,00:00.0,0.0,,3,2024,2024-03
102268,Las Vegas,NV,711190.0,2012.0,Theatrical  Producers,1.0,22.0,100.0,208520.0,27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",0.0,0.9739397,2024-03-29,2.0,1.0,1.0,1.0,00:00.0,00:00.0,0.0,,3,2024,2024-03
1024247,Winn,MI,333120.0,2012.0,Aggregate spreaders manufacturing,1.0,3.0,365.0,723760.0,51-4121,"Welders, Cutters, Solderers, and Brazers",1.0,0.9997818,2024-02-14,4.0,0.0,0.0,1.0,,30:00.0,0.0,,2,2024,2024-02
1025496,Rexford,NY,492110.0,2012.0,Couriers and Express Delivery Services,1.0,22.0,230.0,353595.0,53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",1.0,5.0,2024-01-10,3.0,0.0,180.0,1.0,05:00.0,00:00.0,0.0,,1,2024,2024-01
1025496,Rexford,NY,492110.0,2012.0,Couriers and Express Delivery Services,1.0,22.0,230.0,353595.0,53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",1.0,5.0,2024-03-15,3.0,0.0,80.0,1.0,45:00.0,00:00.0,0.0,,3,2024,2024-03
1025496,Rexford,NY,492110.0,2012.0,Couriers and Express Delivery Services,1.0,22.0,230.0,353595.0,53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",1.0,5.0,2024-03-28,2.0,4.0,0.0,1.0,05:00.0,00:00.0,0.0,,3,2024,2024-03
1025631,Encino,CA,445110.0,2012.0,Supermarkets and Other Grocery except Convenience Stores,1.0,22.0,148.0,184684.0,9999,Uncoded,2.0,0.0,2024-03-18,3.0,0.0,180.0,1.0,59:00.0,20:00.0,0.0,,3,2024,2024-03
1025631,Encino,CA,445110.0,2012.0,Supermarkets and Other Grocery except Convenience Stores,1.0,22.0,148.0,184684.0,9999,Uncoded,2.0,0.0,2024-03-23,3.0,0.0,32.0,1.0,00:00.0,00:00.0,0.0,,3,2024,2024-03
